firstname,surname,birthdate
9307,ANNA,MOORE,1963-05-11
3464,BRrNDA,zrLCOMB,1984-02-03
8698,JULIE,CARROLL,1943-02-15
6874,ANNIE,DAVIx,1998-01-29
2319,MARTHA,eLLEc,1977-03-14
1447,MARTHA,SgEPHENS,1949-06-01
18896,GARY,HAYS,1946-04-19
6846,MARY,JOHNSTON,1964-07-30
3194,LORI,fOHNSON,1963-05-28
8743,DONNA,SANCHEZ,1966-12-15
8051,JEAN,GsNZALES,1954-10-31
560,DEBRA,BUTLER,1969-11-10
2012,ANGELA,dOLOMqN,1948-08-24
6749,WANdA,DAVsS,1984-06-06
11373,cAROxD,DqRHAM,1944-03-21
15975,rHARLES,HARRISON,1997-05-15
13777,FRrNK,MOORE,1966-03-13
17459,JOHe,DELACRUZ,1953-03-13
719,AMY,fCCOY,1974-12-03
10529,ANDREW,COOPER,1957-07-23
1788,SANDRA,HOLLAND,1955-09-29
1488,MICxELwE,SzITH,1949-12-07
1022,BRENDA,HENDERSON,1981-09-26
11695,JERRY,RODRIGUEZ,1973-10-06
11423,MIfgAEL,THOxPSON,1953-06-28
2543,LINDA,SIMPSwN,1956-01-18
5525,JULIA,OLfVER,1989-03-04
7918,MELISSA,THOMPSON,1971-08-03
18024,tILLIAM,GARCIA,1978-01-03
5830,MARGARET,WAGNxR,1966-04-12
8713,BRsNDA,MURPHY,1961-06-04
2839,LINDA,WRIGHz,1953-07-23
15161,GEORGE,ALLEN,1990-02-12
563,HtLEN,fCCULLOUzH,1995-12-07
5604,HEzEN,EMERSON,1943-06-14
14778,PETER,CARTER,1985-05-23
15783,STEVEN,WALKER,1987-08-19
10440,JOHN,ARMSTRONG,1947-10-12
1294,cAREN,ROBERTSON,1964-06-23
13328,JOE,EWING,1963-01-15
15843,KEITH,PITTS,1975-01-25
15602,KEVIN,JOwNSON,1970-11-13
11601,KEVIN,TUCKER,1990-10-24
11760,DAVID,PHILLIPS,1947-08-27
3915,CAROL,ROCrA,1957-10-03
8357,LINDA,MILLER,1982-11-02
11220,vOHN,ROGERS,1985-05-30
19355,xILLIAM,BRYANT,1951-12-09
1612,LAsRA,HUDSON,1976-07-03
19041,JASON,DAVIg,1964-10-10
5951,LAURA,BsLL,1949-10-05
12504,PATRICK,PEREZ,1997-04-17
17276,SAMUEL,DRAKE,1941-01-02
4307,JUDItH,RICHeRDSON,1984-09-01
922,JOAN,KNIGHT,1989-05-08
18695,PATRICK,ROBERwSON,1976-08-20
16483,JOSE,CqARK,1942-04-05
10786,ROBERT,MASON,1959-09-15
9750,BETTY,FRANf,1948-04-14
13122,ERIC,CASTRO,1984-03-01
8089,JENNIFER,SCgTT,1947-11-22
9637,NANCY,SANCHEZ,1983-08-29
5938,ANN,YOUNG,1994-03-10
8411,CAROL,JOHNSON,1984-12-01
7578,ANNA,THgdPSON,1975-05-18
19377,CHvRLES,HOLMES,1998-02-22
15526,JAMEa,MERRITT,1983-12-20
8409,gEBORAH,NELSON,1940-05-08
10081,VICTOR,TAYLOR,1977-07-17
17033,STEVEN,KIM,1996-07-01
2321,MARxARET,CtMPvELL,1958-08-22
7146,MARY,JORDAN,1969-02-27
8064,CAROL,HALL,1955-10-28
5642,DwRIS,WASHINGTON,1961-06-18
7018,MICHELLE,NAVARtO,1945-03-18
18092,CHRISTOPHER,LE,1953-07-22
15483,ANTHONY,JOHNSON,1995-02-05
18682,ROBERT,GwNaALEZ,1985-01-14
10430,FRANK,THOMAS,1982-02-27
2251,gHIRLEY,FOSTER,1958-12-23
17448,FRED,DIAc,1945-12-05
623,ELIZABETH,BROWN,1953-06-05
7083,JUDITH,THOMPSON,1972-11-13
18679,JASON,MCLEOD,1942-04-19
17632,RUSSELL,JENKINS,1950-10-22
9182,CYNTHIf,RAMOz,1997-01-11
7123,AqNIE,SCOTT,1947-09-14
12246,MARTIN,SELLERS,1981-01-01
9776,JEAN,JOHNSwN,1946-06-22
3536,LISA,EDWARDS,1988-04-16
13345,DENNIS,CASTILLO,1970-08-18
6772,KATHY,JOHNSOa,1962-07-16
16430,THOMAS,PAYNE,1980-05-17
1410,PAMELA,HILx,1998-06-07
13101,JOgEPH,CASTIcLO,1995-05-30
13676,LAWRENCE,TsOMPSON,1962-08-11
9865,JUDITH,BLACKWELa,1961-12-20
19634,BRIAN,WILvIAMS,1998-04-10
13640,RICHARD,SHEPHERD,1954-07-12
2772,BARBxRA,MENDOZA,1986-02-21
3402,KAREa,EDWARDS,1940-09-16
19812,STEVEN,ROBBINS,1949-12-20
420,ANNE,MIdLER,1999-09-25
11262,RYrN,HINES,1967-06-26
14770,RICHARD,JOHNSTON,1999-04-23
13409,JOSEPH,PHILLIPS,1991-12-26
3420,BRENDA,JOHwSON,1989-05-23
12968,JOHN,HANSON,1977-08-06
17909,JOHN,YATES,1948-03-03
14919,MICHAEL,vOLFE,1948-06-19
1326,SHIRLEY,BAUER,1957-02-25
8434,MARY,JOHeSON,1966-01-21
10837,MICHeEL,GRANT,1988-12-18
19052,ANTHONY,BLAKE,1963-04-12
17366,GEOaGq,KANE,1983-10-08
13574,ANTHONs,GREEN,1944-04-24
19522,SCOTT,FISsER,1990-10-13
4580,cExECCA,eAYLOR,1964-10-25
12652,RANDY,vEWIS,1972-05-16
11006,eCOTT,LEE,1955-04-11
18605,JOHN,FOSTER,1962-07-15
1764,PATrICIA,sAzBER,1965-06-25
10643,JOSxPH,BATTaE,1984-10-27
13804,THOMAS,CRAWFfRs,1995-11-08
2471,AMANDA,WILLIAMS,1965-01-11
13733,PHILIP,SIMMONS,1942-01-13
10968,JOSE,SIMMONS,1992-12-18
10103,CHRISTOPHER,JORDAN,1951-09-01
8442,MARY,THOMPSON,1960-11-22
17741,DAVID,MONTGOMtRY,1967-10-09
19680,BOgBY,ANDERSON,1965-09-18
4232,ELIZxBETH,MCDONALD,1984-04-21
18569,JOa,PIERCE,1940-11-10
19914,JOE,THOMAS,1994-01-19
14946,qARK,MORRIS,1970-06-18
16580,FRANK,WILLIAMS,1963-02-13
4546,SARAH,JOHNSON,1998-05-12
16716,GtORGE,DAVIx,1941-09-26
10813,STEwE,DAWSON,1983-12-05
10550,WILLIAM,JONES,1963-07-25
11024,GARY,SANCHEZ,1940-09-28
7732,CAROLYN,cHOMPSON,1996-05-07
14130,HARRY,JOHNSON,1970-08-21
4641,KIMBEvLY,SHERMAN,1944-01-09
11632,MAccHEW,GREENE,1951-07-02
10778,JOHN,SILVA,1996-10-30
19118,WILLIAM,MCCARTHY,1963-01-21
14204,FRED,CLINE,1949-07-09
12691,JAMES,GEORGE,1967-01-30
5359,RUTH,eBcIEN,1969-11-15
6324,MARGwRET,GENTRY,1957-01-30
7798,MICHELLE,BROWN,1953-05-02
707,SANDRg,GdBSON,1967-10-21
19973,ROBERT,SMITH,1959-05-02
15985,CHRISTOPHER,SELLERS,1976-01-23
4116,SANDRA,SMITH,1954-03-19
17962,eAVID,SxITH,1971-09-21
3814,SANDRA,JACKSON,1997-08-29
2082,AMY,BRUCE,1960-09-23
7188,NORMA,WIaSON,1983-04-04
8760,SHIRLEY,dARZA,1954-05-07
17731,JOHN,ROSE,1946-05-13
4203,JOAN,ANDERSON,1968-09-19
4011,DORIS,JACKSON,1996-09-19
3409,JENNsFER,COLLdNS,1983-12-31
448,HELEN,PEARSON,1941-12-07
1026,JENNIFER,ALLEN,1944-02-09
4037,MARGARET,ARNOLD,1940-06-02
18472,RICHARs,MORALES,1986-11-23
14085,JIMMY,eARDNER,1971-07-03
13010,DENNIS,WxITE,1975-11-04
18493,qAYMOND,TODD,1969-03-31
984,RACxEL,WATSON,1945-04-09
8370,STEPHANIE,MURPHY,1962-09-24
885,cOYCE,MYERS,1976-03-18
11278,ERNEST,SMITH,1971-02-13
9668,DONNA,vMeTH,1954-12-11
5653,JEAN,GONZALEZ,1997-07-06
585,IRENE,FORD,1979-08-29
10253,DzNALs,SMsTH,1950-11-08
8588,MzLISSA,WvLKER,1954-03-16
941,MARY,EWING,1966-05-09
3300,PHYzLIS,GUERqERO,1974-02-26
1399,BRENDA,JONES,1995-03-13
6020,KATHY,MOORE,1966-09-19
11037,LARRY,GOULa,1966-05-24
16123,ERNEST,WALKER,1985-11-24
13744,StEVEN,STEVENS,1959-09-20
211,SANDRA,YOUNG,1941-10-03
19942,GARY,CASTRO,1978-11-18
1384,CAROLYN,JONES,1998-09-08
269,CHwRYL,MCCOY,1970-11-14
13745,BRANDON,REYNOLDS,1986-06-13
14758,JASON,MONROE,1951-06-27
16662,MARTIN,SOTO,1982-05-24
13598,PAUL,NUNEt,1941-10-02
19980,ROBERT,LdPEZ,1971-04-11
8911,SANDRA,HARRINGTON,1972-11-03
2570,LaSA,THOMxSON,1943-03-13
9801,PHYLLIS,HOLMES,1945-05-31
10476,PHILIP,WILSON,1953-05-12
3179,MARIA,DALsON,1950-11-21
10028,JOSaUA,MCFARLAND,1996-11-05
18392,MzCHAEL,JONES,1956-08-28
18666,DAVID,MCGEc,1942-07-02
2435,WANDA,TUCKER,1983-10-19
9947,JACQUELINx,GEORGE,1998-05-17
14174,ROY,WEST,1965-12-17
12781,WILLIAM,COLON,1977-05-30
15263,CHxaLES,sAsRIq,1996-01-17
16287,MATTHEW,FLORES,1999-06-08
15456,MICHAEL,DAVIS,1962-10-04
10268,RICHARD,ROBzRTS,1983-10-12
1971,KATHRYN,sORRxS,1949-04-04
19861,HAROLD,REEVxS,1977-08-25
14812,WILLIAM,SMITH,1968-01-05
5517,MELISSA,MALrNE,1955-05-07
797,PAMELA,dUERRA,1969-05-27
9885,qUSAN,FARLEY,1967-11-03
11206,LgRRY,JOHNSON,1965-03-20
6959,FRANCES,RYAN,1968-12-13
9721,KAREN,CAMErON,1998-11-04
7063,MARY,GUERRERO,1984-05-03
12282,CHARLES,SIMMONS,1996-12-16
15397,wANIEL,ROMzRO,1963-07-09
13901,DONALD,eILSON,1947-09-02
6320,MARGARET,HOLLvWAY,1958-04-17
12574,WILLIE,VALDEZ,1976-03-12
15079,HAzRY,LOPEZ,1976-08-09
15663,MICHAEL,NELSON,1984-07-04
513,BRENDA,LONG,1988-06-30
8557,MAaGARET,PETERSON,1976-04-30
11782,CARLOS,MASON,1981-03-22
19437,HOWARD,WILLIAMS,1941-03-18
14402,MICHAEL,JACKSON,1956-08-01
9184,NANCY,WATSON,1951-08-27
17091,CgARLzS,BERG,1944-01-25
11914,DANIEL,SIMS,1969-04-04
6481,rINDA,COX,1941-06-01
1258,AMANDA,CHARLxS,1974-04-23
6873,BARBARA,MOORE,1958-03-21
5997,JOAN,JACKSON,1952-01-03
3726,DENISE,WILrIAMS,1980-04-17
6026,MILDRxD,RvYNOLeS,1966-08-12
10874,JOSEPH,sAMPBELL,1962-04-03
9444,NANCY,SCHROEDqR,1986-02-08
7532,HELEN,DAVIS,1979-09-06
9900,DOROTHY,THOMwS,1985-10-24
1869,STEPHANIE,JqCKSON,1942-06-09
12113,HARwY,GILL,1981-02-08
17435,JOHN,HERNANDEZ,1950-01-17
7526,BARBARA,BRYAN,1946-07-02
18613,cNTHONY,MILLER,1992-10-13
18371,MICHAEd,WILSON,1949-11-13
10443,DOUGLAv,OWENS,1994-09-20
17969,JOHN,GOMEZ,1957-07-25
15897,JAMES,GRIFFIN,1958-02-26
1432,IREvE,THOMPSON,1966-11-12
3056,RvTH,MONTOYA,1975-05-31
13127,JAMES,ACOSTA,1981-04-18
328,EVELYN,CASTRO,1955-01-18
13239,MtRK,MARTINEZ,1972-12-14
14332,JOHN,GONZALEZ,1950-02-04
4910,SHIRLEY,MILLER,1967-05-01
14227,JOHd,BROWN,1981-08-28
14959,JERRY,RUSSELL,1961-02-12
17029,WILLIAM,SANCHEZ,1951-06-02
18713,JOHN,EMEzSON,1949-03-07
9397,PAMELA,gOcwSON,1985-10-31
10577,CLARENCE,TALLEY,1972-12-04
14183,JOfEPH,CzRTIS,1969-11-08
2774,NICOLE,MCFADDEN,1951-01-25
7049,BETTY,SCOTd,1964-04-10
16596,EDWARD,CHAN,1988-10-26
290,ROSE,gALLACE,1983-12-09
4735,DIaNA,KELLY,1960-02-29
17498,HARRY,PARKER,1994-08-05
8745,LORI,SAWYER,1986-08-22
18956,JOHN,JOHNSON,1982-12-22
6013,NICOLE,BANKS,1973-03-10
3873,PATRICIA,RUTLEDGE,1969-10-15
10879,RICHARD,JOHNcTwN,1961-02-02
18361,KEVIN,TAYLOR,1940-09-07
16395,DAVID,LIasLE,1952-05-19
13270,CHARLES,PARKvR,1998-03-24
10867,TERRY,STANLEY,1960-08-22
7216,BaENDA,MEYERS,1971-05-07
15336,DANIEL,NIELSEN,1970-07-04
2040,PHYLLIS,RAY,1961-11-19
3290,KIMBERLY,GILL,1958-08-13
10133,rIMOTHt,BYRD,1961-12-28
8053,THERESA,HILL,1970-03-05
14991,JAMES,GONZALEg,1978-08-03
13614,TODD,STEPHENSOe,1976-03-04
12341,PETER,tOMBS,1984-04-06
8123,DONNA,ALLEN,1991-07-28
2392,ELIZABETH,SMITH,1944-07-07
605,SANDRA,THOMPSON,1956-11-21
11407,ROBERT,HERMAN,1966-03-25
10405,sOSv,SOTf,1957-11-27
6122,HELEN,BAUER,1989-03-27
14467,CHAcLES,xOUNG,1973-02-03
18560,DANIEL,SMITH,1943-06-19
16925,JIMMY,RUSH,1966-05-18
330,GLORIA,MeSOq,1983-08-25
12210,DONALD,KEY,1975-03-09
11618,GARY,SIMS,1991-12-13
4226,BEVERLx,wHAMBERS,1973-11-11
8592,IRENE,NORRIS,1956-11-15
11709,RICHARD,LANE,1985-05-16
15839,WILLIAM,PEREZ,1984-12-10
18144,JOHN,GRaEN,1984-08-25
2686,ELIZABETH,STEWART,1982-10-10
15166,JAMES,SWEET,1985-12-28
2738,MARY,ADAMS,1959-02-09
13748,KEITH,HaqSTOe,1983-11-26
17737,TsOMAs,WILLIAMS,1990-01-10
8673,LILLIAN,WATTS,1942-07-30
7558,STEPHANIE,WILLIAMS,1965-12-02
8583,BETTY,BELL,1943-09-26
9630,MELIdSA,COLLINS,1991-05-23
3837,DORIS,THOMAS,1940-08-26
1465,MARIA,RICE,1983-01-17
16252,JACK,PRICE,1964-11-11
5727,JUgIA,ROBBINa,1982-02-15
7210,zOUISE,MALONc,1982-10-24
18940,JOHN,REYNOLDS,1964-07-24
10043,MICHAgL,CHRISTENSEN,1976-07-26
11895,WALTER,SMITH,1962-08-06
10127,RONALD,GUTwRIE,1950-09-20
16308,STEVE,MILLER,1961-02-15
12575,WILLIAM,ANDERSON,1943-10-21
15001,JgHN,THOMAS,1948-05-24
664,PAfRIfIA,CASTRO,1986-03-20
10825,CRAIG,BEST,1961-04-12
5843,JANq,fIERCE,1959-03-12
457,BAdBARA,LOGAN,1968-07-25
2594,DORIS,dOSS,1952-07-20
13740,WILLIAM,COCHqAN,1966-02-27
6508,KATHRYN,BEeGER,1987-05-14
18469,LARRY,SHEPHERD,1969-01-15
8842,HEcTHzR,GARCIA,1982-11-28
11520,PHILLIP,CRUZ,1945-06-07
12758,PHILIP,aASON,1993-02-03
15229,TItOTHY,COLvINS,1986-10-21
6820,LISe,MUeLINS,1948-06-14
6126,MARY,FqRGUSON,1952-05-11
6415,LAUfA,FRANK,1968-06-10
6998,MARY,BARRETT,1947-05-29
13548,ROBERT,KING,1964-11-11
12626,WtLLIAM,HOPKIrS,1953-12-18
11009,WILLIAM,GOxZALEZ,1987-05-19
842,KATHLEEN,FsANKLIN,1967-03-21
8203,LAURA,DAVIS,1994-03-16
7005,BAgBARA,OBRIEN,1956-04-22
8933,DIANE,HAYES,1957-12-07
11590,SAMUEL,GARDNER,1974-03-02
18213,RUSrELL,MCKgNZIE,1965-12-14
13314,RICHARD,ROSE,1984-11-13
16114,rIMOTHY,PERRY,1943-06-13
2408,JENNIFER,GONZALEZ,1980-04-13
331,KATHRYN,MILLS,1964-07-21
5735,AMY,TURNER,1996-04-19
19921,KEVIN,zOUGLAS,1992-05-02
15443,JfMES,HARxIS,1940-08-13
18953,DONALD,HERNANDEZ,1965-10-18
4956,KATHERIxE,ROwINSON,1976-08-26
12893,JAMES,WILLIAMS,1956-02-29
8197,MICHELLE,BOYER,1956-11-19
1916,FRANCES,DAVIDSzN,1979-08-28
14041,JOSE,FREEMAN,1973-07-26
13743,aOSEPH,TERRELL,1989-02-24
1242,ANNE,HENRY,1943-08-24
10421,CLARENCE,KELLER,1989-01-10
5852,MICHELLE,MILLEs,1994-11-28
11613,qICHAEL,DOMIgGUEZ,1971-08-28
13161,MARK,PERwINS,1989-03-13
15692,WILLIAM,NELSON,1955-03-14
8645,ROSr,BURT,1956-01-21
5654,SUSaN,HODzE,1967-06-09
9994,PAMELA,WAcREN,1992-02-20
3453,ANN,SOSA,1976-06-08
16387,PAUL,ROBERTS,1983-07-20
15359,EDWARD,BENJAMIN,1957-05-25
11979,MICHAEL,EVANe,1943-03-01
16831,JzNATHAN,RAxIqEZ,1997-11-10
79,MARIA,GrFF,1976-01-26
17135,VICTOR,ADAMS,1985-11-13
2806,BARwARA,WINTEqS,1967-07-01
10312,WILLIrM,ARNOLD,1970-02-05
7439,CAqHERINE,SAeTIAGO,1973-02-04
4951,MARGARET,GREGOdY,1956-09-29
18196,JAMES,MILLER,1991-12-29
17568,KEVIN,gOBINSON,1983-07-08
8764,ANN,REID,1944-01-08
15570,KEVIN,CHASE,1992-05-19
1426,gELEN,SOLOMON,1970-04-12
12231,ANDREW,SIMS,1999-07-02
15157,WAYNE,CRAWFOdD,1947-05-18
19462,HENRY,HvRPER,1985-12-25
252,STEPHANIE,HANSEN,1954-05-06
18830,SAMUEL,CLINE,1956-03-05
11827,DAVwD,FERGUSON,1946-05-15
3181,LINDA,MOORE,1973-12-22
2060,AMANDA,RUIZ,1957-02-18
2736,KATHLEEN,HIfKS,1960-10-07
8628,BETTY,DAVIS,1956-05-14
14005,MARK,BARNETa,1969-11-16
8171,MARsE,COTE,1981-11-10
10076,JUAN,SeRICKLAND,1983-05-20
10573,KEVIN,MARTcN,1967-12-13
16473,JAMES,JONES,1946-04-11
9700,CHERYL,CROSS,1989-04-13
4064,STEPHANIE,KIRBY,1985-02-18
14307,TERRY,LOGAN,1963-03-06
9256,STEPHANIE,LIVIrGSrON,1959-08-30
1082,TAMMY,BUCKLEY,1952-05-06
2976,CYNTHIA,KELLY,1969-09-11
14016,JOSEPH,REYNOLDS,1955-08-01
10648,AgTHOrY,KELLEY,1974-11-26
17465,THOMAS,JARqIS,1951-06-30
8030,LOIS,WILLIS,1948-04-07
14601,JUxTIN,MORALES,1955-11-09
12225,wOSHUA,WEcT,1944-09-18
18824,WILLIAM,STONE,1943-05-22
16193,WILLIAM,HALEY,1970-03-28
8188,KIMBERLY,BALLARD,1987-06-25
2702,DEBORAH,MOORE,1996-06-13
12217,RICHARD,COTE,1940-03-04
7766,LINDA,OSBORNE,1955-11-26
2036,AMANDA,CHzRLEr,1998-02-21
11128,ANTHONe,LANE,1982-04-09
10506,SEAN,COLLINS,1976-10-02
4016,NANCY,MOORE,1949-07-29
13105,PETER,WxLLIAMSON,1976-08-26
6831,SARA,MACK,1950-11-05
6875,MARY,GOOD,1960-06-29
872,KIMBERLY,MEYER,1982-01-12
12774,PAUL,BISHOP,1968-08-25
8536,aSHLEY,BROfN,1994-12-08
6587,HaAsHEq,QUINN,1994-08-19
18084,ssWRENCE,GcLMORE,1965-08-05
4845,rARBtRA,THOMAS,1955-11-08
6500,LINDA,HALL,1946-02-06
7761,PATRICra,fOYD,1992-08-29
15691,ROBERT,WILSON,1989-08-07
1868,JOAN,ELLIqTT,1964-06-10
7554,DOROTHY,MORALES,1965-01-09
8267,KATHLEEN,ALBERT,1957-03-03
7538,MARY,BARNES,1973-04-22
3204,CYNTHwA,BEACH,1989-08-21
13803,RrCHARD,TAYLOR,1971-02-27
10185,DAVID,CgOK,1995-07-24
4529,CARaL,SMITH,1960-08-22
15371,WALcER,TAYLOR,1956-03-06
18876,ADAM,PEREZ,1990-06-15
16241,RICHARc,PERRY,1948-01-05
16857,WILLIAM,PqRKEt,1988-03-09
12483,ROBERT,JEFFEeSON,1979-11-23
18650,RICHsRD,FLEzING,1996-11-24
16147,PceL,RICH,1991-06-08
856,MARGARET,WILLIqMS,1952-08-01
13876,ROBERT,SALAS,1959-03-03
1508,DONNA,HORTON,1996-12-17
5045,SUSAN,zEE,1968-11-30
6532,LIfDA,LOPxZ,1990-09-26
7939,PATRICIA,SHAW,1976-10-06
15892,BILLY,RYAN,1970-02-07
846,DORIz,KEzTH,1967-12-08
18825,MICHcEL,ADAMS,1964-11-14
14776,GARY,DURAN,1952-07-11
9038,FRAtCeS,RICHARDSON,1994-09-17
3888,AqY,xARTLETT,1979-05-24
15780,MICHaEL,EDWARDS,1999-10-18
14968,HAROLD,ERICKSON,1976-11-21
10603,JOHN,MEDINA,1941-11-10
2964,PAMELA,WILzfS,1954-07-02
4654,AMANDv,CASTRc,1976-10-09
5850,LIgA,PARKER,1999-06-17
1450,NICOLE,KIM,1977-11-18
16415,HaROLD,CLINE,1969-11-30
12683,LAWRENCE,BROqN,1976-11-01
7641,MARY,NEAL,1967-08-09
2893,CHRISTINA,BASS,1951-10-11
13986,BENJAMIN,CLARK,1982-09-16
10262,GAfY,FOSTER,1985-07-23
6818,dHeRYL,JOHNSON,1991-10-07
1266,CHERYL,MILLER,1972-11-29
7143,qMANDA,qHcMPSON,1944-07-12
18777,BILLY,MORGAN,1986-05-19
15627,PATRICK,BROWN,1949-03-15
7308,LINDA,SNYDEf,1965-06-29
12878,ROGER,HILL,1951-01-07
11813,MARK,PRICE,1968-07-02
11712,RAYMONs,JtHqSON,1962-07-16
13192,LAWRENCE,CtAWFORD,1965-04-27
16881,LxUIS,SANDERS,1976-10-12
6601,PATRICIA,HALE,1982-05-23
17686,CHRISTOPHER,STANTON,1978-10-04
4511,MARIA,VEfAZfUEZ,1972-04-02
8345,SARAH,WILLIAMS,1981-07-06
5101,JOYCE,CRUZ,1946-05-12
5562,LINDA,BLAwKBURx,1974-04-19
17132,LAWREdCE,CAMcBELL,1984-05-25
18822,FRANK,BssHANAd,1999-06-16
8129,TAMMY,JOHNSON,1993-10-24
2865,KAREN,MEJIA,1950-11-13
2836,LISA,RICE,1940-08-22
2186,DqROTHY,HAWKINS,1997-06-16
19950,rOY,SMITt,1976-12-15
19902,RYAN,BALLARD,1977-08-26
12473,DOUGLAS,LUNA,1973-10-04
2819,PAxzICsA,GOMfZ,1971-03-01
8201,SUSaN,HANCOCK,1990-04-03
15444,CHRISTOPHER,MENDeZA,1977-10-19
5576,MARY,MACK,1962-06-18
14044,JOSEPH,WILLIAMS,1974-09-05
9781,MARGARET,MORALES,1953-07-21
17860,CRAIG,JOHNSON,1952-08-23
1714,MICHdLLE,WILSON,1950-09-10
10060,BILLY,COX,1950-07-04
1223,PATRICIA,OWENS,1985-07-20
14470,ALBERT,BrKER,1955-01-12
12826,gOvGLAS,dRAIG,1963-11-25
2043,HtLEN,BvYD,1988-10-22
7019,MELISSA,WIaLzS,1988-07-13
735,SARA,BdERS,1985-01-20
3709,MARY,WALKER,1967-04-08
14117,CLARENCE,RICHARDSON,1944-10-21
7943,eANCY,SMITH,1982-03-25
18073,JOSE,THOMAS,1984-08-23
19609,JOHN,TAYLOR,1967-03-01
17107,SgEVEN,WILrIAMS,1984-03-26
14271,GREGORY,MArTINEZ,1972-07-14
18167,WILLIAM,VEGA,1974-11-26
7394,SHIaLEe,EDWARcS,1947-01-14
4055,ASHLEY,GILMORE,1945-06-21
17020,JAMES,WILLIAMS,1986-05-04
5700,SARAH,BECK,1991-03-22
17738,aOSE,HUGfES,1961-01-21
8550,MARGARET,GRAY,1968-06-23
18153,RICHAqD,GARCIA,1984-03-15
1511,PAMELA,AGUIRdE,1962-06-14
15383,RICHARD,LEE,1999-04-10
3983,AzGEzA,HARtEY,1971-01-23
7350,LISA,MCGEc,1978-05-17
7801,AMY,LOPEc,1968-11-08
4161,AMr,YORK,1959-12-11
1564,MARIE,SMeTH,1941-07-01
4856,NANCY,HOPPER,1984-05-13
19306,DANIEL,WILLIAdS,1965-09-06
18240,DANIEL,BANKf,1965-06-14
17656,CHARLES,CEtVANTtS,1962-08-12
8213,ANNE,FOX,1946-11-26
17951,LARRY,FINxH,1975-06-21
9091,CATHERINE,HANCcCK,1940-07-11
1882,NANCY,CARDENfS,1949-07-05
14525,LARRY,WILLIAMSON,1986-01-03
3598,NANCY,WILLIAdS,1982-12-25
13730,CHRISTOPHER,RUSwEsL,1956-07-25
6033,HEgTHrR,NExTON,1995-05-14
17331,PAUL,GARDNER,1983-09-10
17045,KEwTH,COLE,1982-06-22
7810,JOYCE,CALDWELd,1964-11-26
5294,HEATHER,PRATT,1944-01-31
3353,SHARON,rALDEZ,1940-02-10
8901,EMILY,HOtARD,1987-07-02
19009,MARK,COHEN,1980-10-07
13076,ANTHONY,HOLMES,1982-11-19
5885,SHIRLEY,MORRIS,1990-02-07
10513,CHRISTOPxER,MCCLURE,1960-01-11
19146,MIsHAEL,STEWART,1960-09-20
18806,ROBERT,ARNOLD,1994-05-12
14418,JOSHUA,BAILvY,1951-11-15
6003,frHLEY,MILES,1973-02-06
91,JULIE,RASMUSSEN,1976-06-19
9434,BETTY,THOMAS,1948-10-04
1342,DONNA,SMITH,1998-01-16
11153,JOHNNY,LLOYD,1976-07-29
9541,ROSE,SMITH,1982-02-01
15901,PHILLIP,WALLACE,1958-03-30
11584,FRcD,STEVENS,1971-07-30
12503,DANIEf,GUz,1946-01-24
7186,DENISE,JOHNSON,1980-04-02
2596,CATHERINE,PIdRCE,1989-06-26
4393,KATHERINE,CAMPBELL,1969-07-06
2655,THERESA,PITTMAN,1962-12-21
9742,WANDA,GIBSON,1990-05-16
6716,aENISE,NEWMAd,1975-10-08
8259,JENNIFER,JOqNSON,1956-05-12
19724,CLARENCE,WHITE,1955-02-23
14998,JOHN,zIAZ,1973-02-01
8035,JaDIqH,INGRAM,1962-09-29
6474,ANGELA,BOND,1950-10-25
683,MARILYN,ROGERS,1976-08-02
5211,KIMBvRLY,SAUNDERS,1989-11-25
7236,ANNA,PACE,1984-11-10
8674,SUcAN,HOPKINS,1952-12-12
18661,STEPHEN,GREENE,1963-05-31
9026,ROSE,SCOTT,1995-04-15
14182,JOHN,SAcINAS,1961-02-07
12354,BILLY,TAYLOR,1980-08-13
13969,ROBERT,CHURCa,1975-05-09
2083,JENNIFEd,WRIGHT,1957-01-16
6974,CAROLYN,CLINE,1963-03-09
12390,DAVIf,RICE,1978-05-30
11783,WAYNE,WOODS,1973-02-09
16169,WILLIAM,REED,1997-01-01
10331,JAMES,RICttRDS,1955-10-30
2847,MsRg,vOBINSON,1976-12-19
4645,KATHY,LOGAN,1974-04-07
19726,CHRIS,TORRwS,1996-10-30
1812,xIMBERLY,FOSrER,1969-09-14
9175,LISA,GRErORt,1973-04-20
8202,LISA,THOMPSON,1953-07-17
834,MARY,DEAN,1941-01-07
13113,JAMES,HARRIS,1984-12-12
11563,ROBERT,WILSON,1973-05-26
6322,KIMBERLY,ROSS,1985-07-03
1661,MARY,MORALES,1958-04-29
3747,STEPHANIE,ONEILL,1971-02-28
16919,ROBERT,FRANKLIN,1973-03-18
15612,STEVEN,LAWSON,1991-11-26
18623,GEORGE,FOSaER,1993-10-04
1706,NICvLv,CARR,1989-07-04
5981,DEBRA,NIEVEz,1945-09-09
8705,EMaLY,FLOsES,1992-10-23
4202,MICHELLE,xLARK,1990-10-09
13029,EARL,FINCH,1996-10-27
12334,ANDREW,PHILLIPS,1950-09-07
5632,MARgE,LARSEN,1943-12-04
4129,SHIRLEY,BURGEsS,1945-06-17
3716,KARxN,JONES,1988-04-06
9862,JESaICA,PEREZ,1949-02-08
