firstname,surname,birthdate,zip_codes
JOHN,TAYLOR,1/10/84,11227
JAMES,MOORE,10/28/69,11226
MARK,SMITH,7/15/83,11109
PETER,STONE,1/21/93,11226
JAMES,NGUYEN,7/16/64,11226
ROGER,KIRK,10/3/58,11226
CHRISTOPHER,JACKSON,6/12/75,11377
HARRY,MCKINNEY,1/24/51,11227
STEPHEN,BARRERA,9/21/90,11226
ROBERT,WAGNER,3/5/46,11109
ERIC,ANDERSON,6/20/94,11377
JOHN,HERNANDEZ,1/17/50,11226
MICHAEL,HARRIS,5/27/83,11109
JEFFREY,HUFFMAN,7/27/63,11226
LARRY,CARPENTER,6/25/91,11226
JOSEPH,GARCIA,10/15/59,11227
RICHARD,JOHNSON,10/7/73,11377
GEORGE,SHANNON,11/29/80,11226
RUSSELL,MILLER,12/5/98,11227
TERRY,TUCKER,8/25/90,11227
JAMES,POTTER,10/9/88,11226
HARRY,WEBSTER,4/27/98,11226
HAROLD,BECK,11/29/92,11227
JEFFREY,HAYES,8/19/84,11226
FRED,DIAZ,12/5/45,11226
WALTER,ORTIZ,8/16/92,11226
RICHARD,MORGAN,12/24/48,11226
ROGER,JACKSON,11/26/51,11226
ARTHUR,BARTLETT,9/2/46,11226
RONALD,GREEN,6/17/49,11377
MARK,SHAFFER,3/12/59,11226
JEFFREY,BUCKNER,8/19/97,11226
THOMAS,BLAKE,11/22/60,11227
HOWARD,HARVEY,2/25/52,11109
ROY,HAMMOND,9/3/54,11226
JOHN,DELACRUZ,3/13/53,11226
GEORGE,TYLER,12/19/41,11227
JOSHUA,TOWNSEND,6/25/41,11226
MARK,GOMEZ,9/4/87,11226
JOHNNY,STEVENSON,11/9/54,11226
JONATHAN,NORMAN,4/12/63,11226
THOMAS,JARVIS,7/1/51,11109
MICHAEL,HUDSON,4/8/88,11227
JERRY,BAKER,7/7/68,11226
DOUGLAS,RODRIGUEZ,7/8/40,11226
RICHARD,ROBERTS,11/21/93,11226
DANIEL,NGUYEN,12/29/58,11226
EDWARD,PEREZ,3/31/43,11109
FRANK,MORRIS,12/20/81,11377
GEORGE,MCKNIGHT,7/26/47,11226
JOSEPH,HOWE,5/6/76,11227
JAMES,RIDDLE,8/1/81,11226
FRANK,WRIGHT,4/9/86,11109
JERRY,CHERRY,7/20/49,11377
BRIAN,SMITH,12/6/57,11226
GARY,YOUNG,5/26/43,11226
GEORGE,BUCKLEY,12/15/91,11226
DANIEL,BERGER,1/6/62,11226
WILLIE,ANDREWS,4/22/75,11227
DAVID,MORRIS,8/8/80,11227
WILLIAM,KIM,7/6/42,11109
SCOTT,MASON,2/14/93,11227
JAMES,GRAVES,1/5/75,11227
JOSE,JONES,4/26/53,11226
WILLIAM,ERICKSON,3/31/66,11377
SEAN,PHILLIPS,2/8/58,11377
ROBERT,MCDONALD,6/21/65,11226
FRANK,KIRBY,4/21/87,11377
VICTOR,SMITH,7/14/46,11227
MATTHEW,LUCAS,1/5/53,11227
WILLIAM,MCCARTHY,7/6/99,11226
JERRY,CHAPMAN,10/23/58,11226
JAMES,DAVIS,5/18/87,11377
FRANK,ROSE,7/28/61,11226
HARRY,PARKER,8/6/94,11109
HARRY,MANN,7/20/85,11377
AARON,OWEN,11/15/53,11226
JOHN,WATKINS,10/3/60,11226
JOSEPH,MOORE,10/31/93,11109
GREGORY,HALL,3/18/40,11109
RAYMOND,RODRIGUEZ,9/27/79,11226
SCOTT,BROWN,7/17/90,11226
EUGENE,GRAHAM,2/17/52,11226
KENNETH,STUART,7/6/54,11226
JOHN,JONES,6/19/95,11226
FRANK,ORR,3/31/55,11377
DONALD,RAY,5/13/40,11109
ERNEST,SHARP,12/22/96,11109
SAMUEL,SINGLETON,6/21/99,11226
DAVID,FISCHER,6/3/95,11377
WILLIE,BARNES,1/27/70,11377
DANIEL,CALDWELL,3/28/89,11226
JOE,ROGERS,10/28/97,11226
RUSSELL,LEWIS,11/26/52,11227
LOUIS,AYERS,6/24/44,11226
DONALD,JOHNSON,7/31/62,11377
MARK,BUCKLEY,11/27/82,11227
JAMES,ANDERSON,11/1/92,11226
EDWARD,TAYLOR,6/15/66,11226
JONATHAN,JOHNSON,5/9/48,11109
JONATHAN,ADAMS,6/23/72,11226
MATTHEW,REYES,4/21/98,11226
DAVID,HOPKINS,5/19/62,11226
PAUL,SUMMERS,7/9/51,11109
JOSEPH,PEREZ,8/30/69,11226
RICHARD,ROSS,10/3/96,11227
CHARLES,NEWMAN,11/11/56,11226
DAVID,AGUILAR,9/24/88,11226
MICHAEL,MITCHELL,8/30/43,11227
CHARLES,HENDERSON,7/22/74,11227
PAUL,SIMON,8/18/76,11227
WAYNE,WARNER,7/13/45,11226
RONALD,GRAHAM,7/23/93,11226
JUAN,LAWSON,1/21/91,11226
DAVID,MITCHELL,9/27/59,11109
CLARENCE,SHEPARD,2/6/67,11227
GEORGE,DAWSON,10/26/83,11226
ALAN,LEWIS,11/10/64,11377
JAMES,IRWIN,4/1/66,11377
THOMAS,HUNT,6/4/98,11226
GEORGE,SMITH,1/16/62,11226
JOHN,MAY,8/18/58,11377
CARLOS,FLOWERS,10/30/51,11226
MICHAEL,LUCAS,5/2/61,11226
JOSEPH,MITCHELL,2/24/71,11226
PHILIP,MCPHERSON,5/17/61,11226
PETER,CHAVEZ,9/11/45,11226
EUGENE,ARMSTRONG,10/17/70,11227
PETER,JOHNSON,1/14/74,11226
TIMOTHY,FISCHER,12/18/69,11109
RICHARD,RYAN,9/23/54,11377
RONALD,SMITH,9/23/62,11226
JAMES,BURNS,12/20/87,11226
HENRY,LEE,12/15/42,11377
THOMAS,MATTHEWS,3/17/47,11226
RONALD,GREEN,1/18/82,11226
ALBERT,GOMEZ,3/17/79,11377
JOSE,WILSON,3/11/68,11109
GEORGE,SCOTT,1/28/48,11226
JEFFREY,VEGA,5/30/74,11226
LARRY,MCGEE,2/24/77,11226
SCOTT,SMITH,2/2/62,11226
RONALD,AGUILAR,12/5/92,11377
JAMES,JOHNSON,2/29/84,11226
KEVIN,ROBINSON,7/8/83,11226
KENNETH,SMITH,7/6/81,11226
TIMOTHY,CANTRELL,12/6/90,11226
CHARLES,MACIAS,4/15/45,11227
MATTHEW,LEACH,12/25/81,11226
JOHN,WALKER,4/9/96,11226
THOMAS,HAYES,8/27/41,11377
CHARLES,PACHECO,1/19/56,11377
MARK,CARTER,7/31/82,11226
WILLIAM,STEPHENS,7/25/65,11227
HAROLD,MITCHELL,8/18/80,11227
JAMES,SANTANA,8/6/72,11226
KENNETH,DIXON,6/15/61,11227
JAMES,BRADLEY,11/3/67,11377
RICHARD,PAYNE,4/15/94,11226
ROGER,ADAMS,11/12/77,11377
WILLIAM,TALLEY,8/5/59,11109
PAUL,ARMSTRONG,6/16/64,11227
THOMAS,HANSON,5/28/58,11226
JAMES,ALSTON,3/25/97,11109
CHARLES,FISHER,7/18/43,11226
GARY,NEAL,10/28/79,11226
ROBERT,MCGOWAN,2/28/57,11227
ROBERT,WEST,8/16/63,11227
PAUL,RODRIGUEZ,5/13/88,11227
JAMES,ENGLAND,1/8/57,11226
RICHARD,RICHARD,9/5/65,11226
THOMAS,JOHNSON,5/15/57,11109
WILLIAM,GORDON,4/4/96,11226
CHARLES,FORD,10/23/53,11377
DANIEL,MAXWELL,8/12/76,11226
PETER,HARRINGTON,4/4/40,11226
LARRY,GREEN,10/21/42,11226
CHARLES,TORRES,1/8/87,11227
KEVIN,STEVENS,8/25/47,11227
HENRY,OSBORN,6/12/69,11227
JASON,JONES,10/26/58,11377
WALTER,DAVIS,7/14/51,11377
STEVEN,HENSLEY,5/15/72,11377
RICHARD,REEVES,4/3/49,11109
BILLY,HARRIS,2/17/54,11227
BRANDON,LEE,9/28/72,11377
BRIAN,CANTU,8/30/72,11226
GERALD,STOKES,12/4/97,11227
WILLIE,STANTON,4/14/45,11226
MICHAEL,EDWARDS,3/7/45,11109
JOSEPH,BLACK,3/26/85,11226
WILLIAM,PARK,12/4/59,11227
DAVID,ANDERSON,6/16/60,11226
HAROLD,MASON,9/27/94,11227
JIMMY,RANDALL,7/24/53,11377
JOHN,BELL,2/23/98,11377
CHRISTOPHER,MOORE,4/17/85,11109
JUAN,ARMSTRONG,2/23/67,11227
ROBERT,BELL,1/30/66,11226
CLARENCE,MCDANIEL,6/26/89,11226
BRIAN,GAINES,10/31/60,11226
RONALD,SCHNEIDER,1/25/48,11226
JOHN,MCLEAN,1/5/67,11227
GERALD,BURKE,6/1/96,11226
STEVEN,SMITH,12/30/42,11226
RICHARD,WRIGHT,2/14/53,11226
ROBERT,FAULKNER,4/28/50,11377
JASON,HENDERSON,7/9/83,11377
RUSSELL,JENKINS,10/22/50,11109
ERIC,PRESTON,1/20/95,11109
BRUCE,SIMMONS,5/29/95,11227
KEVIN,MCKENZIE,5/13/55,11226
MARK,RODRIGUEZ,8/6/93,11377
ANTHONY,JORDAN,7/27/64,11226
EDWARD,WRIGHT,7/9/46,11109
MICHAEL,SAMPSON,6/3/83,11377
THOMAS,DAVIS,2/14/68,11226
JAMES,ROBERTSON,12/7/56,11226
RONALD,JOHNSON,6/24/45,11227
THOMAS,CAMPBELL,9/28/51,11226
RUSSELL,DURAN,12/18/89,11377
DAVID,RICE,11/14/55,11377
GARY,ESTRADA,4/30/77,11226
GARY,FLEMING,4/29/73,11227
HARRY,HOLMAN,8/12/51,11226
CHARLES,SMITH,5/8/45,11377
ERIC,JONES,8/23/40,11377
ROY,OWENS,2/23/97,11109
RAYMOND,JOHNSON,2/24/99,11227
JAMES,MILLS,7/9/61,11377
KEVIN,LEE,9/5/50,11226
JIMMY,SPENCER,1/30/90,11226
CHARLES,CERVANTES,8/13/62,11109
JOHN,RODRIGUEZ,9/7/85,11226
MICHAEL,CUNNINGHAM,8/5/90,11226
GEORGE,PRICE,5/2/56,11109
EDWARD,HIGGINS,5/20/98,11109
ROBERT,EVANS,11/17/62,11377
CLARENCE,WEST,2/21/79,11226
EUGENE,BISHOP,10/2/98,11377
STEVEN,MORRISON,2/12/75,11377
BRIAN,FOSTER,8/22/53,11226
BRUCE,NIXON,1/4/95,11226
CHRISTOPHER,GARCIA,4/5/61,11226
JASON,WRIGHT,1/8/73,11377
MICHAEL,EWING,4/16/92,11226
MICHAEL,ANDERSON,4/12/48,11227
BRUCE,MEDINA,3/27/65,11226
JOHN,TORRES,5/22/62,11227
ROBERT,GARZA,10/25/48,11227
DAVID,FROST,12/12/92,11109
DAVID,FRANCIS,10/6/59,11226
STEVEN,OLIVER,12/21/88,11227
CARL,HULL,8/3/54,11377
JAMES,MITCHELL,2/27/81,11227
JOSE,NGUYEN,7/25/62,11227
WILLIAM,MORALES,3/29/44,11226
DAVID,JOHNSON,7/22/84,11109
SAMUEL,MCKNIGHT,12/16/92,11377
SAMUEL,RILEY,11/14/65,11109
STEVEN,SUMMERS,12/13/76,11226
BILLY,WELCH,12/15/86,11226
CHRISTOPHER,STANTON,10/5/78,11226
PATRICK,CLARK,11/30/76,11109
ROBERT,SMITH,6/9/98,11226
SAMUEL,PEREZ,9/8/93,11226
CHARLES,MERRITT,1/25/84,11226
ROBERT,WILSON,12/5/56,11227
CHARLES,WILLIAMS,9/12/51,11226
JOHN,JACKSON,4/22/91,11226
ROBERT,CLARK,4/18/73,11226
CRAIG,DAVIS,11/13/47,11109
WILLIAM,HARDING,10/21/78,11227
JAMES,WILSON,11/8/90,11227
DONALD,STEPHENS,1/12/94,11226
JAMES,GARCIA,3/29/59,11377
ROY,HOLMAN,12/22/72,11226
JAMES,RICHARD,4/3/84,11226
MICHAEL,PADILLA,6/3/43,11227
JAMES,SMITH,9/9/89,11377
WILLIE,SMITH,12/28/68,11226
CHRISTOPHER,KING,1/15/55,11226
MICHAEL,GONZALES,4/22/40,11227
ARTHUR,HALL,3/20/95,11227
JOHN,THOMPSON,4/16/60,11377
DAVID,WOOTEN,8/24/49,11377
WILLIAM,LEE,9/16/88,11377
ALBERT,DRAKE,1/11/95,11226
DOUGLAS,JOHNSON,8/17/60,11227
WILLIAM,BROOKS,5/22/86,11377
JOSE,RODRIGUEZ,4/23/79,11377
ROBERT,HUTCHINSON,8/9/63,11226
DAVID,ANDREWS,7/3/43,11227
JOHN,HAMPTON,12/2/73,11227
CHRISTOPHER,WATSON,11/11/64,11226
JEREMY,KING,5/25/58,11377
MARK,PADILLA,2/3/80,11377
JOHN,SANTIAGO,3/14/67,11226
RONALD,PRICE,4/2/84,11226
HARRY,MCNEIL,12/1/54,11109
TIMOTHY,VINSON,2/24/61,11227
EUGENE,RHODES,6/30/64,11377
ERIC,JONES,9/28/80,11226
WILLIAM,BENTON,7/29/82,11226
DANIEL,DIAZ,8/25/51,11226
MATTHEW,ALFORD,12/30/83,11227
MARTIN,LANE,11/30/92,11227
JOHN,ROSE,5/14/46,11226
JEFFREY,OLSON,12/6/43,11226
EDWARD,GARDNER,12/17/96,11226
PAUL,WRIGHT,5/13/99,11227
RONALD,COLEMAN,8/19/98,11377
MATTHEW,MOORE,8/4/90,11109
THOMAS,WILLIAMS,1/11/90,11226
JOSE,HUGHES,1/22/61,11226
MICHAEL,JOHNSON,11/11/61,11377
JOE,PHELPS,8/4/78,11226
DAVID,MONTGOMERY,10/10/67,11377
THOMAS,SHELTON,5/18/53,11226
JERRY,COOLEY,10/17/86,11226
RYAN,WOODS,1/14/78,11227
LOUIS,ROBINSON,3/3/43,11109
ROBERT,PETERSON,6/22/66,11226
ERIC,PARKER,8/2/99,11226
MICHAEL,FORD,9/19/89,11226
RAYMOND,GREEN,11/3/89,11226
CHRISTOPHER,HUNT,8/5/85,11109
CRAIG,SHERMAN,9/21/72,11226
AARON,MARTIN,3/5/46,11226
WILLIAM,MILLER,3/22/99,11109
JOHN,SNYDER,3/24/81,11227
MICHAEL,BANKS,7/16/49,11226
THOMAS,STARK,8/29/92,11226
JAMES,BENSON,8/6/60,11227
JAMES,KING,10/31/82,11227
ROBERT,REYNOLDS,3/10/43,11377
DONALD,HUNT,7/2/87,11226
BRANDON,JONES,7/28/80,11377
THOMAS,TAYLOR,12/23/60,11226
PAUL,AVERY,5/31/81,11227
DENNIS,TAYLOR,6/20/43,11377
JERRY,FLORES,4/18/61,11226
CHRISTOPHER,THOMPSON,4/15/49,11226
PAUL,BRYANT,9/16/60,11226
RICHARD,WARREN,8/1/67,11226
MICHAEL,GARZA,5/10/84,11226
RICHARD,PARKER,8/18/44,11377
JOSEPH,RIOS,11/12/77,11227
GEORGE,GREGORY,7/28/74,11226
JASON,MULLEN,5/18/45,11226
CHARLES,SMITH,9/18/56,11226
BRANDON,SMITH,1/3/54,11226
CHARLES,MEJIA,12/11/83,11226
PHILIP,MCKINNEY,10/21/57,11377
RICHARD,VASQUEZ,8/24/54,11226
JOSE,COLLINS,1/27/88,11226
JAMES,HARRISON,1/31/64,11226
EARL,PHELPS,7/20/48,11227
STEPHEN,SMITH,9/22/65,11377
SHAWN,MORALES,3/8/84,11226
BENJAMIN,HODGES,4/28/54,11226
PAUL,WILLIAMS,1/5/79,11226
RICHARD,FORD,12/25/71,11226
JOHN,MACK,6/23/91,11226
JOHN,WALTER,5/29/55,11226
JOHN,KRAMER,5/11/66,11226
SEAN,DAVIS,1/12/77,11226
JOHN,LEWIS,1/5/60,11109
ERIC,HART,10/9/65,11226
JOHN,MACIAS,12/7/61,11226
EDWARD,NEWTON,8/21/62,11226
TODD,GUERRA,2/12/56,11377
RICHARD,BAILEY,7/25/88,11226
CHARLES,CHRISTIAN,3/18/96,11226
JOHN,MARTINEZ,5/16/65,11227
EDWARD,HILL,8/14/59,11226
CRAIG,FLETCHER,6/28/60,11226
MARK,GARCIA,4/14/79,11377
MARK,COX,8/23/88,11109
DAVID,CAMPBELL,8/28/60,11227
JOHN,ALVARADO,1/12/49,11226
JOHN,TERRY,6/29/92,11377
GEORGE,RAY,11/7/63,11226
LARRY,HOLDEN,7/16/45,11226
MARK,COX,9/17/94,11109
JOSE,MILLER,12/10/42,11377
GEORGE,MILLER,9/27/83,11226
RICHARD,FUENTES,4/29/93,11109
BRANDON,LOTT,8/20/56,11377
ROBERT,BONNER,5/9/82,11226
RICHARD,WILLIAMS,9/5/81,11227
RICHARD,POWELL,8/19/82,11226
ERIC,MITCHELL,2/14/53,11109
PETER,WALSH,12/1/57,11377
PHILIP,JOYCE,12/4/56,11226
DANIEL,HALL,5/25/55,11226
MICHAEL,HAMILTON,2/13/50,11109
RICHARD,WILSON,5/8/92,11226
VICTOR,MCINTYRE,3/21/74,11227
JOHN,ANDERSON,3/4/57,11226
DANIEL,WHITE,3/30/49,11226
ERIC,AVILA,3/8/78,11109
JOHN,FITZPATRICK,9/30/46,11227
VICTOR,SUMMERS,6/30/86,11377
ANDREW,VASQUEZ,10/9/72,11109
ROGER,ROBERTSON,2/15/70,11226
JOSHUA,WEAVER,1/11/85,11226
ALBERT,WARD,9/29/91,11226
MICHAEL,SANDERS,7/8/89,11377
JASON,GIBSON,1/27/54,11227
MICHAEL,PETERSEN,3/31/43,11227
DANIEL,BURCH,8/26/77,11227
BRUCE,GRAY,3/17/45,11226
JOHN,ALBERT,9/21/40,11227
JOSEPH,EDWARDS,12/7/54,11226
MARTIN,STEPHENS,2/14/62,11227
STEVE,HUNT,11/13/87,11109
CARL,ROBINSON,1/19/97,11226
JOSEPH,CRUZ,12/11/90,11226
RICHARD,STONE,9/13/69,11226
THOMAS,PARKER,5/13/43,11226
MICHAEL,MARTINEZ,2/6/79,11227
JONATHAN,BENNETT,8/9/46,11226
CRAIG,COOPER,8/29/77,11226
JAMES,GEORGE,8/30/92,11227
KENNETH,MARSHALL,6/1/48,11377
ROBERT,BELL,7/29/73,11226
JOHN,SULLIVAN,10/4/72,11377
ANTHONY,BELL,2/20/86,11226
ROBERT,GONZALEZ,7/9/57,11227
MARK,WARD,6/15/45,11109
JOSEPH,WILSON,9/1/71,11226
EDWARD,OLSON,2/25/42,11109
BRANDON,BROWN,2/14/46,11227
FRANK,MILLER,1/28/99,11226
CHARLES,TILLMAN,12/19/45,11226
CRAIG,JOHNSON,8/23/52,11109
CHRISTOPHER,SALINAS,8/5/46,11226
JASON,RUSSELL,4/11/75,11109
JOHN,FERGUSON,10/6/65,11226
ROGER,COX,12/9/51,11109
JOSE,MARTIN,2/14/77,11227
JUSTIN,CRAWFORD,9/30/77,11226
JOE,HICKS,10/29/69,11227
JAMES,AGUILAR,8/12/63,11227
JASON,HILL,1/19/61,11226
JONATHAN,QUINN,4/29/86,11377
JOHN,WHEELER,2/12/59,11227
MARTIN,NIXON,7/29/60,11227
TIMOTHY,HENSON,11/14/56,11226
RYAN,WILLIAMS,8/22/54,11109
JAMES,MATTHEWS,11/27/77,11226
PAUL,OWENS,10/29/56,11226
HAROLD,BLAIR,8/16/45,11377
STEVE,MOORE,12/11/73,11377
DAVID,NIELSEN,5/25/48,11227
PETER,KENNEDY,10/12/72,11109
RICHARD,LEACH,7/19/99,11226
JOHN,COLLINS,3/10/62,11109
DAVID,SIMMONS,11/28/44,11226
JUAN,JONES,9/19/41,11226
ROBERT,MARTIN,1/11/85,11226
SCOTT,RICE,7/10/94,11227
JAMES,POTTER,8/30/82,11226
ROBERT,SOLOMON,6/11/71,11227
SCOTT,HILL,9/9/54,11226
RICHARD,MORAN,11/4/77,11226
FRANK,REED,7/22/61,11109
JOHN,MORROW,12/29/55,11226
JOSEPH,MOORE,5/26/98,11227
HENRY,THOMPSON,3/26/78,11226
RAYMOND,HARDING,8/27/73,11226
JEFFREY,BALL,10/28/75,11226
BRANDON,MONTOYA,3/24/75,11227
JOSEPH,REED,12/13/99,11226
DAVID,BECK,2/1/49,11377
MICHAEL,SMITH,11/8/83,11226
WAYNE,HERRERA,4/26/96,11377
MATTHEW,JIMENEZ,7/25/64,11226
JESSE,LEWIS,8/19/56,11227
BRUCE,BROWN,8/6/74,11226
CHRIS,MARTINEZ,6/21/60,11227
JAMES,ROBINSON,5/4/81,11226
CHARLES,BRIGGS,11/30/46,11226
JAMES,CORTEZ,3/21/71,11226
JOHN,YATES,3/3/48,11227
PAUL,ERICKSON,1/24/47,11226
RICHARD,GONZALEZ,8/17/86,11226
BRIAN,PRESTON,10/11/83,11226
SCOTT,DANIELS,2/14/44,11226
VICTOR,GUERRERO,3/22/59,11226
STEVE,MOORE,6/10/45,11227
MARK,RODRIGUEZ,9/2/66,11227
JERRY,SANCHEZ,1/30/42,11109
JOHN,COOLEY,7/6/49,11226
WAYNE,WILLIAMS,7/11/47,11226
JASON,ROSS,11/13/96,11377
DOUGLAS,BRIDGES,9/19/61,11377
DONALD,RYAN,11/22/65,11227
RYAN,HERNANDEZ,8/30/80,11227
DAVID,BENNETT,5/5/63,11226
JAMES,ROBERTSON,10/15/77,11226
HENRY,SCOTT,12/20/89,11227
WAYNE,ORTIZ,12/11/94,11377
TODD,HAYES,12/6/60,11377
JOSEPH,FULLER,10/1/52,11377
JOSE,MCGUIRE,8/7/58,11226
JONATHAN,WELCH,8/24/96,11109
RANDY,MORENO,5/28/40,11109
DONALD,WARD,8/7/94,11227
JOHN,SULLIVAN,9/21/57,11226
DAVID,CAMPBELL,2/18/44,11226
PHILIP,MARQUEZ,5/24/57,11377
GERALD,STOKES,5/13/46,11109
KEVIN,DUNN,2/1/48,11226
WILLIAM,COOK,8/13/83,11109
WALTER,DAY,7/12/72,11109
ANTONIO,ADAMS,3/18/64,11226
GEORGE,HICKMAN,7/29/60,11109
JONATHAN,SANDERS,11/24/84,11226
WILLIAM,ROSE,4/18/55,11226
JOHN,YOUNG,7/17/82,11226
CHARLES,MCKEE,9/16/64,11226
EARL,STRONG,9/21/96,11227
RICHARD,MARTINEZ,4/20/82,11227
DAVID,MORGAN,2/16/62,11226
ROBERT,COOPER,7/23/43,11226
LARRY,FINCH,6/22/75,11227
JOSE,HARRISON,7/20/98,11377
JAMES,GARCIA,10/16/66,11227
KEITH,ROBINSON,12/27/51,11226
GARY,JOHNSON,6/22/77,11109
JOSEPH,BOND,12/25/76,11226
ERIC,COLEMAN,10/17/45,11226
JOHN,HUBBARD,3/6/79,11109
GARY,CRUZ,2/28/95,11226
VICTOR,SCOTT,11/25/55,11227
JOHN,SMITH,2/4/68,11226
DAVID,SMITH,9/22/71,11226
CHRIS,LEE,6/17/98,11227
DAVID,VINCENT,8/7/83,11377
WILLIAM,HAMILTON,8/8/42,11226
ERIC,NEAL,3/18/78,11226
ROBERT,JOHNSON,5/26/57,11109
NICHOLAS,FLETCHER,12/15/50,11227
JOHN,GOMEZ,7/26/57,11226
CLARENCE,WIGGINS,12/26/80,11227
SAMUEL,BOOTH,5/3/94,11226
ROBERT,FARMER,12/26/54,11227
RYAN,ASHLEY,6/2/93,11226
DAVID,RAMOS,2/14/63,11226
JASON,BROWN,8/29/62,11227
MARK,BARNETT,5/20/68,11226
ADAM,SMITH,7/2/78,11226
JASON,SMITH,7/29/87,11226
DAVID,HILL,8/14/70,11226
ROBERT,WALLACE,2/6/42,11109
ROBERT,HARRIS,3/1/49,11226
KENNETH,GONZALEZ,2/13/60,11109
THOMAS,HEWITT,5/6/51,11377
WILLIE,ROBINSON,6/9/93,11109
RICHARD,BRUCE,11/24/48,11227
CHRISTOPHER,YOUNG,6/7/90,11227
DOUGLAS,ABBOTT,7/9/92,11226
TERRY,GLENN,12/5/82,11377
GEORGE,MARTIN,4/5/48,11226
KENNETH,CASTILLO,11/9/59,11227
WILLIAM,THOMPSON,3/31/85,11226
DENNIS,CAMPBELL,9/26/82,11226
GARY,PORTER,11/25/54,11227
HENRY,WALLACE,6/26/56,11226
RICHARD,MILLER,2/21/95,11109
HENRY,ALLEN,8/24/79,11377
JERRY,FREEMAN,11/24/43,11109
WILLIAM,BROOKS,12/31/70,11377
CHARLES,BARKER,12/28/82,11227
PAUL,SMITH,2/28/66,11109
JAMES,BROWN,3/7/65,11227
BRIAN,ARNOLD,9/8/98,11109
DAVID,BOWEN,7/26/49,11226
WALTER,PALMER,4/30/97,11226
ANDREW,PERRY,11/29/62,11226
DAVID,FARLEY,6/9/46,11109
ROBERT,WASHINGTON,6/1/87,11227
PATRICK,SMITH,11/11/60,11226
BOBBY,GUTIERREZ,10/15/83,11109
CHRIS,JOHNSON,12/1/42,11226
DAVID,SCHULTZ,2/10/45,11226
LOUIS,MARTIN,10/26/77,11226
LARRY,ALLEN,8/23/60,11109
RAYMOND,HUNTER,1/14/99,11226
ANTHONY,SIMS,7/4/43,11227
ROBERT,CARDENAS,4/23/87,11227
EARL,BROWNING,7/23/54,11377
MARK,POWERS,3/3/40,11109
RYAN,SUTTON,5/7/45,11109
JEFFREY,DANIEL,6/21/44,11109
MARTIN,YOUNG,7/29/73,11377
BRIAN,MCDONALD,2/14/86,11377
RONALD,GRIFFITH,12/4/90,11226
WILLIAM,GARCIA,1/4/78,11226
RAYMOND,ROBINSON,10/12/92,11227
JAMES,MCKEE,10/6/87,11109
CARLOS,TERRY,7/31/48,11226
JAMES,NEWTON,11/27/49,11226
WILLIE,LYONS,6/19/93,11227
SAMUEL,WATSON,2/18/94,11226
SHAWN,BENTON,8/19/65,11226
GREGORY,GUTIERREZ,3/27/90,11227
GERALD,MICHAEL,6/10/84,11226
ROBERT,VILLARREAL,2/28/75,11226
HENRY,GREEN,9/1/46,11226
HENRY,OSBORN,5/5/59,11227
MICHAEL,KLEIN,5/14/99,11226
JOSHUA,VASQUEZ,1/20/53,11109
MICHAEL,ENGLAND,9/28/86,11377
JIMMY,FRANCO,6/2/68,11226
ANDREW,FARMER,12/11/58,11227
MARTIN,PALMER,8/2/82,11377
JACK,THOMAS,11/20/66,11226
DAVID,LOWE,5/5/79,11109
FRANK,CAMPBELL,9/13/51,11226
FRANK,KERR,4/1/70,11109
DANIEL,MITCHELL,9/6/89,11109
FRANK,KEITH,6/19/87,11377
SCOTT,HARRISON,8/26/69,11226
KENNETH,MORGAN,4/9/73,11226
GREGORY,NOEL,8/22/88,11226
HAROLD,CHAMBERS,12/13/97,11226
ERNEST,BRADSHAW,2/18/90,11377
ROBERT,HERNANDEZ,8/28/72,11227
JERRY,JOHNSON,6/27/61,11227
ANDREW,GLOVER,6/15/93,11227
RONALD,WILSON,8/4/74,11377
CHARLES,ESTRADA,12/11/93,11377
JAMES,ROGERS,7/10/60,11226
KEVIN,HATFIELD,12/13/96,11226
JONATHAN,ROBINSON,8/23/44,11226
RICHARD,SHERMAN,1/31/97,11226
MATTHEW,PARKS,7/11/60,11227
TERRY,GUTIERREZ,6/10/83,11109
ROBERT,DAVIS,6/24/96,11227
WILLIAM,WATSON,1/16/71,11109
DANIEL,MCNEIL,6/6/99,11109
MATTHEW,ROCHA,12/21/71,11226
CHARLES,GRAHAM,4/23/79,11226
JOSEPH,PARKER,9/22/42,11377
RAYMOND,HARRIS,4/24/62,11377
JOSEPH,PARK,3/7/69,11109
JOSE,THOMAS,8/24/84,11377
JAMES,BELL,4/15/76,11227
JASON,BROWN,8/18/53,11227
CHRISTOPHER,SMITH,9/15/66,11226
DONALD,SMITH,3/9/64,11226
WALTER,GARNER,2/27/94,11226
DAVID,FRANCO,11/2/52,11226
JASON,RYAN,3/8/85,11227
JEFFREY,JONES,6/28/99,11226
TIMOTHY,HOWELL,9/11/86,11226
VICTOR,GORDON,7/22/58,11377
LAWRENCE,GILMORE,8/6/65,11226
WILLIAM,GRIFFITH,5/2/98,11377
CHARLES,TURNER,3/14/45,11226
DANIEL,ROSS,3/31/53,11109
KEVIN,SAVAGE,2/25/54,11226
JOE,WHITE,7/6/86,11226
RYAN,JACKSON,3/6/66,11109
PATRICK,NEWTON,12/9/96,11226
CHRISTOPHER,LE,7/23/53,11377
CHARLES,PARRISH,11/21/78,11226
CHARLES,POWELL,7/31/92,11226
MARTIN,CURRY,8/5/42,11109
ROBERT,SUAREZ,5/15/63,11227
